Unnamed: 0,mid,uid,个人昵称,个人主页,发布时间,内容来自,展示内容,全部内容,转发数量,评论数量,点赞数量,展示内容_情感分析,全部内容_情感分析
46,5061938321295185,5828878850,面包蟹夹面包,https://weibo.com/5828878850,07月30日 20:46,iPhone客户端,#福州大学#本来是刷视频看到了说学校有人打躲雨的流浪狗，看到已经够气愤了，没想到帖子底下看到更下头的东西…我寻思福州大学的辅导员门槛这么低吗​,,0,0,0,"{'愤怒': 0.992042601108551, '悲伤': 0.9853681921958923, '恐惧': 0.9784919023513794, '厌恶': 0.9170310497283936, '惊讶': 0.8486537933349609, '中性': 0.020939268171787262, '喜悦': 0.00019974169845227152}",{'error': '文本为空'}
47,5060807355008796,7615642915,福建高校表白君,https://weibo.com/7615642915,07月27日 17:52,福州大学超话,墙君，发一条找对象的，学长福州大学物信博士在读，宁德人。爱运动爱健身八块腹肌，会跑马拉松，幽默风趣为人随和，德智体美劳全面发展，想找一个不信教的坚定共产主义战士，微颜控。（ps：博士入职高校，配偶硕士包分配工作），未来可能留福州的高校当老师，有意向的小姐姐加爆他福州大学超话​展开,墙君，发一条找对象的，学长福州大学物信博士在读，宁德人。爱运动爱健身八块腹肌，会跑马拉松，幽默风趣为人随和，德智体美劳全面发展，想找一个不信教的坚定共产主义战士，微颜控。（ps：博士入职高校，配偶硕士包分配工作），未来可能留福州的高校当老师，有意向的小姐姐加爆他福州大学超话#福建高校##福州大学#福州,0,2,0,"{'惊讶': 0.9601283669471741, '中性': 0.8729712963104248, '喜悦': 0.43558257818222046, '愤怒': 0.06429433077573776, '恐惧': 0.0004267545882612467, '厌恶': 0.0003852701629512012, '悲伤': 0.00026952792541123927}","{'惊讶': 0.9758243560791016, '中性': 0.8464377522468567, '喜悦': 0.24659450352191925, '愤怒': 0.2354951947927475, '厌恶': 0.0004254193918313831, '恐惧': 0.0003901907766703516, '悲伤': 0.0002485762524884194}"
48,5060353316357031,7492560365,想回厦门吃烤鱼,https://weibo.com/7492560365,07月26日 11:48,福州大学超话,福建高考超话#高考#福州大学超话#福州大学#福大准大一，想问问有没有转机械的学长学姐啊，私我给我点经验​,,0,2,0,"{'惊讶': 0.8507637977600098, '中性': 0.014538109302520752, '恐惧': 0.002376265125349164, '喜悦': 0.001520395977422595, '悲伤': 0.0012886441545560956, '愤怒': 0.001203436404466629, '厌恶': 0.0009850250789895654}",{'error': '文本为空'}
49,5058620008694287,3880574186,土澳大叔留学,https://weibo.com/3880574186,07月21日 17:00,福州大学超话,您好～我想咨询一下澳洲硕士的相关事项，#福州大学#物流管理专业毕业。gpa3.4可刷到3.5以上。pte@PTE易王炸还没考。硕士想申请物流与供应链管理好滴私信帮你规划澳洲🇦🇺留学方案👌#澳洲硕士##出国留学##留学生#福州大学超话​,,0,0,2,"{'惊讶': 0.5520208477973938, '中性': 0.5455523133277893, '喜悦': 0.037748053669929504, '愤怒': 0.02876495197415352, '厌恶': 0.0005945392767898738, '悲伤': 0.0005600808653980494, '恐惧': 0.0004834368883166462}",{'error': '文本为空'}
50,5056127448647543,2512278425,考研吕忠泽老师,https://weibo.com/2512278425,07月14日 19:56,考研超话,福州大学经管学院25考研初试科目调整。#福州大学#考研超话​,,0,0,0,"{'惊讶': 0.6503642201423645, '中性': 0.14274543523788452, '愤怒': 0.06483890116214752, '悲伤': 0.03932784125208855, '厌恶': 0.018689533695578575, '喜悦': 0.005384895019233227, '恐惧': 0.0023537303786724806}",{'error': '文本为空'}
51,5055424005150261,2936300880,东南网莆田站,https://weibo.com/2936300880,07月12日 21:21,微博视频号,7月12日下午，莆田市“感悟治水理念体验非遗文化”青少年研学活动暨2024年大学生暑期“三下乡”社会实践启动仪式在莆田市美术馆举行#莆田##大学生三下乡暑期社会实践##福州大学##福建师范大学#@福州大学@福建师范大学@莆田学院@湄洲湾职业技术学院东南网莆田站的微博视频​,,0,0,0,"{'惊讶': 0.5740350484848022, '中性': 0.034680549055337906, '喜悦': 0.0126445721834898, '愤怒': 0.0027204290963709354, '厌恶': 0.0014638279099017382, '恐惧': 0.0010197522351518273, '悲伤': 0.0009625442908145487}",{'error': '文本为空'}
52,5055401846374933,5829964145,柒只潇JUNE,https://weibo.com/5829964145,07月12日 19:53,nova12系列出色蓝不住,​收到了“福袋”的心动offer💌​从此有福之人登上有福之州啦感谢福大收留，努力读文献回报你呜呜#福州大学#福州大学超话​,,0,5,7,"{'惊讶': 0.9834845066070557, '喜悦': 0.9582049250602722, '中性': 0.09770942479372025, '愤怒': 0.0031488118693232536, '悲伤': 0.001070297323167324, '厌恶': 0.0008109254413284361, '恐惧': 0.0007203813875094056}",{'error': '文本为空'}
53,5054976785389268,1878607654,杨超凡_吴越艺术,https://weibo.com/1878607654,07月11日 15:44,微博视频号,天美设计和福大哪个更好怎么选？如何选择？#美术生##美术生集训##杭州画室##天津美术学院##福州大学##设计#杨超凡_吴越艺术的微博视频​,,0,2,0,"{'惊讶': 0.3652209937572479, '中性': 0.015570160932838917, '悲伤': 0.0045288060791790485, '喜悦': 0.000774571904912591, '愤怒': 0.0003854361129924655, '厌恶': 0.00028184487018734217, '恐惧': 0.0002711564302444458}",{'error': '文本为空'}
54,5054636203443798,6750661060,福州大学考研助手,https://weibo.com/6750661060,07月10日 17:10,福大考研超话,福大考研超话#福州大学##决战考研##24考研##决战考研##福州大学##考研英语#黑天鹅来啦～暑假弯道超车哦～​,,0,2,0,"{'惊讶': 0.9180732369422913, '愤怒': 0.7192004919052124, '恐惧': 0.5810137391090393, '厌恶': 0.04395359754562378, '喜悦': 0.030274659395217896, '中性': 0.01601524092257023, '悲伤': 0.015362686477601528}",{'error': '文本为空'}
55,5054582822279950,7323851802,从土拨鼠到小杰猪,https://weibo.com/7323851802,07月10日 13:38,Redmi Note 12 Turbo,Herewego！2024夏窗转会新闻～211高校【福州大学】签下文杰✍🏻合同期至2027年盛夏今天只读一本书———录取通知书🎓#福州大学##录取通知书##考研上岸#​,,0,6,8,"{'惊讶': 0.8149686455726624, '喜悦': 0.5978538990020752, '中性': 0.2883087992668152, '愤怒': 0.0016219114186242223, '恐惧': 0.0009448864147998393, '厌恶': 0.0008474753121845424, '悲伤': 0.0005239342572167516}",{'error': '文本为空'}
56,5054302833872153,7453103986,宝宝贝贝肖肖,https://weibo.com/7453103986,07月09日 19:06,nova 9 精彩由我摄定,怎么什么小广告都往门里塞啊#福州大学##研究生#​,,0,0,4,"{'惊讶': 0.9810605645179749, '愤怒': 0.9271809458732605, '厌恶': 0.5072833895683289, '恐惧': 0.3744509220123291, '中性': 0.09488153457641602, '悲伤': 0.04002022743225098, '喜悦': 0.001110288081690669}",{'error': '文本为空'}
57,5054211454933957,6582516224,飞过一座一座岛Lxw,https://weibo.com/6582516224,07月09日 13:02,nova11系列敢拍敢出色,微博怎么能不发呢，任何一个人不知道都是我通知不到位，福大九月见#考研上岸##福州大学##法硕##九月开学季#​,,0,2,6,"{'惊讶': 0.9731357097625732, '愤怒': 0.8310747146606445, '中性': 0.4980410635471344, '厌恶': 0.20170962810516357, '恐惧': 0.18116812407970428, '悲伤': 0.0720425620675087, '喜悦': 0.00851383525878191}",{'error': '文本为空'}
58,5053517250693384,7784590888,草莓熊种太阳,https://weibo.com/7784590888,07月07日 15:04,iPhone客户端,✌️#福州大学##马理论考研#​,,0,4,1,"{'惊讶': 0.8616403937339783, '中性': 0.36096006631851196, '愤怒': 0.25732657313346863, '悲伤': 0.1686987727880478, '喜悦': 0.10046379268169403, '恐惧': 0.05097212269902229, '厌恶': 0.009424098767340183}",{'error': '文本为空'}
59,5053201156413208,7657827839,EwJsn1,https://weibo.com/7657827839,07月06日 18:08,iPhone 15 Pro,拿下FZU#福州大学#莆田·莆田学院紫霄校区​,,0,8,6,"{'惊讶': 0.8980099558830261, '愤怒': 0.8890926241874695, '喜悦': 0.7111295461654663, '恐惧': 0.3146670460700989, '中性': 0.2940235137939453, '悲伤': 0.03342187777161598, '厌恶': 0.02231336385011673}",{'error': '文本为空'}
60,5052461945458205,3880574186,土澳大叔留学,https://weibo.com/3880574186,07月04日 17:11,福州大学超话,您好老师，以下是我的基本情况:#福州大学#网络工程专业85毕业，诉求:想要申请澳洲qs50以内的一年制的硕士，专业方向:数字(新)媒体传播，公关，市场营销，工商管理，大数据相关(最好不要太技术，怕太难读好滴私信帮你规划澳洲🇦🇺留学方案👌#留学##澳洲硕士#福州大学超话#出国留学#​,,0,0,1,"{'惊讶': 0.7044649124145508, '中性': 0.6500774025917053, '喜悦': 0.24281899631023407, '恐惧': 0.0006171902059577405, '愤怒': 0.0004346416098996997, '厌恶': 0.0004151023458689451, '悲伤': 0.00038207502802833915}",{'error': '文本为空'}
61,5051875612690015,7793018963,Eating脏脏包,https://weibo.com/7793018963,07月03日 02:21,福州大学超话,24福大866已上岸，可接专业课辅导答疑福州大学超话#考研##福州大学#​,,0,3,4,"{'惊讶': 0.5748149156570435, '中性': 0.169575497508049, '喜悦': 0.03019167110323906, '愤怒': 0.0026649083010852337, '悲伤': 0.0015785095747560263, '厌恶': 0.0015781448455527425, '恐惧': 0.001289514941163361}",{'error': '文本为空'}
62,5051453073002794,6280360720,学霸师兄,https://weibo.com/6280360720,07月01日 22:22,微博视频号,勿忘我之爱的副歌篇章来临了#福州大学##合唱队伍##牢记这份爱##张碧晨##学府之声##张碧晨#学霸师兄的微博视频​,,0,0,0,"{'惊讶': 0.23353859782218933, '喜悦': 0.05370136350393295, '中性': 0.014724701642990112, '悲伤': 0.0004902209038846195, '愤怒': 0.00033673367579467595, '恐惧': 0.00029643610469065607, '厌恶': 0.00024979503359645605}",{'error': '文本为空'}
63,5051042221265091,2167259271,Wuli_三金同学,https://weibo.com/2167259271,06月30日 19:09,Xiaomi 14 Pro,我的魔法袍好像有点不一样#哈利波特##霍格沃茨##北京环球影城##福州大学##毕业季#​,,0,1,3,"{'惊讶': 0.947711706161499, '中性': 0.03308483213186264, '恐惧': 0.011893505230545998, '愤怒': 0.00827455148100853, '喜悦': 0.007310122717171907, '厌恶': 0.0035732300020754337, '悲伤': 0.0012452685041353106}",{'error': '文本为空'}
64,5050391997716063,7081312428,_浩想碎觉-,https://weibo.com/7081312428,06月29日 00:05,iPhone客户端,#研学##福州大学##高三#福州·福州大学旗山校区​,,0,3,2,"{'惊讶': 0.7250571250915527, '中性': 0.24905483424663544, '喜悦': 0.006397595629096031, '悲伤': 0.003761457512155175, '愤怒': 0.0028375335969030857, '厌恶': 0.0022752161603420973, '恐惧': 0.0009036620613187551}",{'error': '文本为空'}
65,5049306816187352,5857209093,乾隆把把,https://weibo.com/5857209093,06月26日 00:13,福州超话,全部全部全部都是骗人哒福州超话#福州大学#福州​,,0,0,2,"{'惊讶': 0.9017108678817749, '恐惧': 0.2599814832210541, '愤怒': 0.23928281664848328, '厌恶': 0.22258348762989044, '中性': 0.008247392252087593, '悲伤': 0.0040994309820234776, '喜悦': 0.0036618083249777555}",{'error': '文本为空'}
66,5048477572926200,1639738197,如梦令Alice,https://weibo.com/1639738197,06月23日 17:18,熬夜小能手,离校最后一天妈妈去学校接我回家～下一次去福建不知道是哪年啦！#毕业##如梦令的日常##福州大学#大庆​,,0,2,4,"{'喜悦': 0.9024627208709717, '惊讶': 0.7653018236160278, '中性': 0.22730068862438202, '悲伤': 0.20597684383392334, '愤怒': 0.0566115640103817, '恐惧': 0.024263884872198105, '厌恶': 0.0075081028044223785}",{'error': '文本为空'}
67,5047080097943599,7290715536,旅游导刊,https://weibo.com/7290715536,06月19日 20:45,微博网页版,#福州大学##解锁闪闪发光的你##毕业季#🎓🎉毕业不是离别，但确是下一个开始Via@无风且自由​,,0,0,0,"{'惊讶': 0.8850783705711365, '中性': 0.2743000388145447, '喜悦': 0.09575118869543076, '愤怒': 0.0009308932349085808, '厌恶': 0.00037770214839838445, '恐惧': 0.00030556978890672326, '悲伤': 0.00025926303351297975}",{'error': '文本为空'}
68,5047004495873213,3880574186,土澳大叔留学,https://weibo.com/3880574186,06月19日 15:45,福州大学超话,你好我想申一下澳洲的学校是免中介费的对吧，#墨尔本大学#it硕士有哪些科目可以选择呢我#福州大学#本科是计算机科学与技术的。毕业84分。it雅思分数需要多少呢移民好移嘛。冲着移民去的好滴私信帮你规划澳洲🇦🇺留学方案👌#雅思##澳洲留学中介#福州大学超话​,,0,0,1,"{'中性': 0.4904364347457886, '惊讶': 0.22167806327342987, '喜悦': 0.019377972930669785, '厌恶': 0.0004561799287330359, '恐惧': 0.00033963946043513715, '悲伤': 0.0003109355748165399, '愤怒': 0.00028592252056114376}",{'error': '文本为空'}
69,5046581984495668,7615642915,福建高校表白君,https://weibo.com/7615642915,06月18日 11:46,OPPO随光而变R17,00年男生，福大研二，龙岩人，圈子简单，热爱生活，喜欢运动，涉略广泛，无不良嗜好，真诚相待#福建高校##福州大学##研究生#​,,0,3,1,"{'中性': 0.9964176416397095, '喜悦': 0.9453415274620056, '惊讶': 0.8987566828727722, '悲伤': 0.0008380270446650684, '愤怒': 0.0003770992625504732, '厌恶': 0.000375437579350546, '恐惧': 0.0002827584103215486}",{'error': '文本为空'}
70,5046382325401784,5857209093,乾隆把把,https://weibo.com/5857209093,06月17日 22:32,福州超话,好咯福州超话#福州大学#福州·三坊七巷​,,0,1,2,"{'喜悦': 0.8131464123725891, '惊讶': 0.7722939252853394, '中性': 0.2238287776708603, '恐惧': 0.06181650608778, '愤怒': 0.002196253277361393, '厌恶': 0.00179896573536098, '悲伤': 0.0014097164385020733}",{'error': '文本为空'}
71,5042242496759921,5864047302,今天加V了吗,https://weibo.com/5864047302,06月06日 12:22,HUAWEI P40 5G,出华南理工大学新闻专业考研书以及背诵笔记等，价格私#新闻学考研##考研##福州##福州大学#​,,0,3,8,"{'惊讶': 0.44783809781074524, '中性': 0.04922865703701973, '喜悦': 0.04618461802601814, '悲伤': 0.002331477589905262, '愤怒': 0.001809620764106512, '厌恶': 0.001245304592885077, '恐惧': 0.0007364273187704384}",{'error': '文本为空'}
72,5041172884229449,1056529207,学生非凡,https://weibo.com/1056529207,06月03日 13:32,iPhone客户端,#福州大学#​,,0,0,1,"{'惊讶': 0.9156911969184875, '愤怒': 0.7462688088417053, '中性': 0.528997540473938, '悲伤': 0.49937957525253296, '恐惧': 0.3388957679271698, '厌恶': 0.13843326270580292, '喜悦': 0.12470829486846924}",{'error': '文本为空'}
73,5040595248880123,7784590888,草莓熊种太阳,https://weibo.com/7784590888,06月01日 23:17,iPhone客户端,出书#马理论考研##福州大学#​,,0,0,1,"{'惊讶': 0.7805997729301453, '愤怒': 0.21471913158893585, '悲伤': 0.14651194214820862, '中性': 0.12772995233535767, '厌恶': 0.0274417232722044, '恐惧': 0.02478647604584694, '喜悦': 0.016586940735578537}",{'error': '文本为空'}
